"Dakhla"	"Dakhla"	"EH"
"Teseney"	"Teseney"	"ER"
"Massawa"	"Massawa"	"ER"
"Keren"	"Keren"	"ER"
"Edd"	"Edd"	"ER"
"Dek’emhāre"	"Dek'emhare"	"ER"
"Barentu"	"Barentu"	"ER"
"Asmara"	"Asmara"	"ER"
"Assab"	"Assab"	"ER"
"Ak’ordat"	"Ak'ordat"	"ER"
"Mendefera"	"Mendefera"	"ER"
"Adi Keyh"	"Adi Keyh"	"ER"
"Zurgena"	"Zurgena"	"ES"
"Zújar"	"Zujar"	"ES"
"Zuheros"	"Zuheros"	"ES"
"Zufre"	"Zufre"	"ES"
"Zubia"	"Zubia"	"ES"
"Zorita"	"Zorita"	"ES"
"Zarza la Mayor"	"Zarza la Mayor"	"ES"
"Zarza de Montánchez"	"Zarza de Montanchez"	"ES"
"Zarza de Alange"	"Zarza de Alange"	"ES"
"Zarra"	"Zarra"	"ES"
"Zalamea la Real"	"Zalamea la Real"	"ES"
"Zalamea de la Serena"	"Zalamea de la Serena"	"ES"
"Zahinos"	"Zahinos"	"ES"
"Zahara de los Atunes"	"Zahara de los Atunes"	"ES"
"Zahara"	"Zahara"	"ES"
"Zagra"	"Zagra"	"ES"
"Zafra de Záncara"	"Zafra de Zancara"	"ES"
"Zafra"	"Zafra"	"ES"
"Zafarraya"	"Zafarraya"	"ES"
"Yunquera"	"Yunquera"	"ES"
"Yeste"	"Yeste"	"ES"
"Yepes"	"Yepes"	"ES"
"Yémeda"	"Yemeda"	"ES"
"Yecla"	"Yecla"	"ES"
"Yátova"	"Yatova"	"ES"
"Yaiza"	"Yaiza"	"ES"
"Víznar"	"Viznar"	"ES"
"Viveros"	"Viveros"	"ES"
"Viver"	"Viver"	"ES"
"Viso del Marqués"	"Viso del Marques"	"ES"
"Viñuela"	"Vinuela"	"ES"
"Vinalesa"	"Vinalesa"	"ES"
"Villena"	"Villena"	"ES"
"Villavieja"	"Villavieja"	"ES"
"Villaviciosa de Córdoba"	"Villaviciosa de Cordoba"	"ES"
"Villaverde y Pasaconsol"	"Villaverde y Pasaconsol"	"ES"
"Villaverde del Río"	"Villaverde del Rio"	"ES"
"Villaverde de Guadalimar"	"Villaverde de Guadalimar"	"ES"
"Villavaliente"	"Villavaliente"	"ES"
"Villatoya"	"Villatoya"	"ES"
"Villatobas"	"Villatobas"	"ES"
"Villasequilla de Yepes"	"Villasequilla de Yepes"	"ES"
"Villaseca de la Sagra"	"Villaseca de la Sagra"	"ES"
"Villarta de San Juan"	"Villarta de San Juan"	"ES"
"Villarta de los Montes"	"Villarta de los Montes"	"ES"
"Villarta"	"Villarta"	"ES"
"Villarrubio"	"Villarrubio"	"ES"
"Villarrubia de Santiago"	"Villarrubia de Santiago"	"ES"
"Villarrubia de los Ojos"	"Villarrubia de los Ojos"	"ES"
"Villarrubia"	"Villarrubia"	"ES"
"Villarrobledo"	"Villarrobledo"	"ES"
"Villarrasa"	"Villarrasa"	"ES"
"Villargordo del Cabriel"	"Villargordo del Cabriel"	"ES"
"Villares del Saz"	"Villares del Saz"	"ES"
"Villarejo-Periesteban"	"Villarejo-Periesteban"	"ES"
"Villarejo de Montalbán"	"Villarejo de Montalban"	"ES"
"Villarejo de Fuentes"	"Villarejo de Fuentes"	"ES"
"Vila-real"	"Vila-real"	"ES"
"Villardompardo"	"Villardompardo"	"ES"
"Villar de Rena"	"Villar de Rena"	"ES"
"Villar del Rey"	"Villar del Rey"	"ES"
"Villar del Pozo"	"Villar del Pozo"	"ES"
"Villar del Pedroso"	"Villar del Pedroso"	"ES"
"Villar del Humo"	"Villar del Humo"	"ES"
"Villar del Arzobispo"	"Villar del Arzobispo"	"ES"
"Villar de la Encina"	"Villar de la Encina"	"ES"
"Villar de Cañas"	"Villar de Canas"	"ES"
"Villaralto"	"Villaralto"	"ES"
"Villapalacios"	"Villapalacios"	"ES"
"Villanueva de Tapia"	"Villanueva de Tapia"	"ES"
"Villanueva de San Juan"	"Villanueva de San Juan"	"ES"
"Villanueva de San Carlos"	"Villanueva de San Carlos"	"ES"
"Villanueva de Mesía"	"Villanueva de Mesia"	"ES"
"Villanueva del Trabuco"	"Villanueva del Trabuco"	"ES"
"Villanueva del Rosario"	"Villanueva del Rosario"	"ES"
"Villanueva del Río y Minas"	"Villanueva del Rio y Minas"	"ES"
"Villanueva de los Castillejos"	"Villanueva de los Castillejos"	"ES"
"Villanueva del Fresno"	"Villanueva del Fresno"	"ES"
"Villanueva del Duque"	"Villanueva del Duque"	"ES"
"Villanueva de las Torres"	"Villanueva de las Torres"	"ES"
"Villanueva de la Serena"	"Villanueva de la Serena"	"ES"
"Villanueva de las Cruces"	"Villanueva de las Cruces"	"ES"
"Villanueva del Arzobispo"	"Villanueva del Arzobispo"	"ES"
"Villanueva del Ariscal"	"Villanueva del Ariscal"	"ES"
"Villanueva de la Reina"	"Villanueva de la Reina"	"ES"
"Villanueva de la Jara"	"Villanueva de la Jara"	"ES"
"Villanueva de la Fuente"	"Villanueva de la Fuente"	"ES"
"Villanueva de Córdoba"	"Villanueva de Cordoba"	"ES"
"Villanueva de Castellón"	"Villanueva de Castellon"	"ES"
"Villanueva de Bogas"	"Villanueva de Bogas"	"ES"
"Villanueva de Algaidas"	"Villanueva de Algaidas"	"ES"
"Villanueva de Alcardete"	"Villanueva de Alcardete"	"ES"
"Villamuelas"	"Villamuelas"	"ES"
"Villaminaya"	"Villaminaya"	"ES"
"Villamiel de Toledo"	"Villamiel de Toledo"	"ES"
"Villamesías"	"Villamesias"	"ES"
"Villamayor de Santiago"	"Villamayor de Santiago"	"ES"
"Villamayor de Calatrava"	"Villamayor de Calatrava"	"ES"
"Villamartín"	"Villamartin"	"ES"
"Vilamarxant"	"Vilamarxant"	"ES"
"Villamanrique de la Condesa"	"Villamanrique de la Condesa"	"ES"
"Villamanrique"	"Villamanrique"	"ES"
"Villamalur"	"Villamalur"	"ES"
"Villamalea"	"Villamalea"	"ES"
"Villaluenga del Rosario"	"Villaluenga del Rosario"	"ES"
"Villalpardo"	"Villalpardo"	"ES"
"Villalonga"	"Villalonga"	"ES"
"Villalgordo del Marquesado"	"Villalgordo del Marquesado"	"ES"
"Villalba de los Barros"	"Villalba de los Barros"	"ES"
"Villalba del Alcor"	"Villalba del Alcor"	"ES"
"Villajoyosa"	"Villajoyosa"	"ES"
"Villahermosa"	"Villahermosa"	"ES"
"Villaharta"	"Villaharta"	"ES"
"Villagonzalo"	"Villagonzalo"	"ES"
"Villagarcía del Llano"	"Villagarcia del Llano"	"ES"
"Villagarcía de la Torre"	"Villagarcia de la Torre"	"ES"
"Villafranca de los Caballeros"	"Villafranca de los Caballeros"	"ES"
"Villafranca de los Barros"	"Villafranca de los Barros"	"ES"
"Villafranca de Córdoba"	"Villafranca de Cordoba"	"ES"
"Vilafranca de Bonany"	"Vilafranca de Bonany"	"ES"
"Villa de Ves"	"Villa de Ves"	"ES"
"Villa del Río"	"Villa del Rio"	"ES"
"Villa del Rey"	"Villa del Rey"	"ES"
"Villa de Don Fadrique"	"Villa de Don Fadrique"	"ES"
"Villacarrillo"	"Villacarrillo"	"ES"
"Es Castell"	"Es Castell"	"ES"
"Villacañas"	"Villacanas"	"ES"
"Villablanca"	"Villablanca"	"ES"
"Vilches"	"Vilches"	"ES"
"Vilaflor"	"Vilaflor"	"ES"
"Vícar"	"Vicar"	"ES"
"Viator"	"Viator"	"ES"
"Vergel"	"Vergel"	"ES"
"Vera"	"Vera"	"ES"
"Ventas de Huelma"	"Ventas de Huelma"	"ES"
"Ventas con Peña Aguilera"	"Ventas con Pena Aguilera"	"ES"
"Venta del Moro"	"Venta del Moro"	"ES"
"Velez Rubio"	"Velez Rubio"	"ES"
"Vélez-Málaga"	"Velez-Malaga"	"ES"
"Vélez de Benaudalla"	"Velez de Benaudalla"	"ES"
"Velez Blanco"	"Velez Blanco"	"ES"
"Velefique"	"Velefique"	"ES"
"Velada"	"Velada"	"ES"
"Vejer de la Frontera"	"Vejer de la Frontera"	"ES"
"Vega de San Mateo"	"Vega de San Mateo"	"ES"
"Vara de Rey"	"Vara de Rey"	"ES"
"Valverdejo"	"Valverdejo"	"ES"
"Valverde de Mérida"	"Valverde de Merida"	"ES"
"Valverde de Llerena"	"Valverde de Llerena"	"ES"
"Valverde de Leganés"	"Valverde de Leganes"	"ES"
"Valverde del Camino"	"Valverde del Camino"	"ES"
"Valverde de Júcar"	"Valverde de Jucar"	"ES"
"Valverde de Burguillos"	"Valverde de Burguillos"	"ES"
"Valverde"	"Valverde"	"ES"
"Valsequillo de Gran Canaria"	"Valsequillo de Gran Canaria"	"ES"
"Válor"	"Valor"	"ES"
"Valleseco"	"Valleseco"	"ES"
"Vallés"	"Valles"	"ES"
"Vallehermosa"	"Vallehermosa"	"ES"
"Valle de Santa Ana"	"Valle de Santa Ana"	"ES"
"Valle de Matamoros"	"Valle de Matamoros"	"ES"
"Valle de la Serena"	"Valle de la Serena"	"ES"
"Valldemossa"	"Valldemossa"	"ES"
"Vall de Ebo"	"Vall de Ebo"	"ES"
"Vall de Almonacid"	"Vall de Almonacid"	"ES"
"Vallada"	"Vallada"	"ES"
"Valhermoso de la Fuente"	"Valhermoso de la Fuente"	"ES"
"Valenzuela de Calatrava"	"Valenzuela de Calatrava"	"ES"
"Valenzuela"	"Valenzuela"	"ES"
"Valencina de la Concepción"	"Valencina de la Concepcion"	"ES"
"Valencia del Ventoso"	"Valencia del Ventoso"	"ES"
"Valencia del Mombuey"	"Valencia del Mombuey"	"ES"
"Valencia de las Torres"	"Valencia de las Torres"	"ES"
"Valencia de Alcántara"	"Valencia de Alcantara"	"ES"
"Valencia"	"Valencia"	"ES"
"Valdeverdeja"	"Valdeverdeja"	"ES"
"Valdetorres"	"Valdetorres"	"ES"
"Valdés"	"Valdes"	"ES"
"Valdepeñas de Jaén"	"Valdepenas de Jaen"	"ES"
"Valdepeñas"	"Valdepenas"	"ES"
"Valdemorales"	"Valdemorales"	"ES"
"Valdemanco del Esteras"	"Valdemanco del Esteras"	"ES"
"Valdelarco"	"Valdelarco"	"ES"
"Valdelacasa de Tajo"	"Valdelacasa de Tajo"	"ES"
"Valdehúncar"	"Valdehuncar"	"ES"
"Valdeganga"	"Valdeganga"	"ES"
"Valdefuentes"	"Valdefuentes"	"ES"
"Valdecañas de Tajo"	"Valdecanas de Tajo"	"ES"
"Valdecaballeros"	"Valdecaballeros"	"ES"
"Utrera"	"Utrera"	"ES"
"Utiel"	"Utiel"	"ES"
"Usagre"	"Usagre"	"ES"
"Urrácal"	"Urracal"	"ES"
"Urda"	"Urda"	"ES"
"Umbrete"	"Umbrete"	"ES"
"Uleila del Campo"	"Uleila del Campo"	"ES"
"Ulea"	"Ulea"	"ES"
"Ugíjar"	"Ugijar"	"ES"
"Uclés"	"Ucles"	"ES"
"Ubrique"	"Ubrique"	"ES"
"Úbeda"	"Ubeda"	"ES"
"Turrillas"	"Turrillas"	"ES"
"Turre"	"Turre"	"ES"
"Turleque"	"Turleque"	"ES"
"Turís"	"Turis"	"ES"
"Tuineje"	"Tuineje"	"ES"
"Tuéjar"	"Tuejar"	"ES"
"Trujillo"	"Trujillo"	"ES"
"Trujillanos"	"Trujillanos"	"ES"
"Trigueros"	"Trigueros"	"ES"
"Tribaldos"	"Tribaldos"	"ES"
"Trevélez"	"Trevelez"	"ES"
"Tresjuncos"	"Tresjuncos"	"ES"
"Trebujena"	"Trebujena"	"ES"
"Trasierra"	"Trasierra"	"ES"
"Tous"	"Tous"	"ES"
"Totanés"	"Totanes"	"ES"
"Totana"	"Totana"	"ES"
"Torrubia del Castillo"	"Torrubia del Castillo"	"ES"
"Torrubia del Campo"	"Torrubia del Campo"	"ES"
"Torrox"	"Torrox"	"ES"
"Torrijos"	"Torrijos"	"ES"
"Torrico"	"Torrico"	"ES"
"Torrevieja"	"Torrevieja"	"ES"
"Torres"	"Torres"	"ES"
"Torrequemada"	"Torrequemada"	"ES"
"Torreperogil"	"Torreperogil"	"ES"
"Torre-Pacheco"	"Torre-Pacheco"	"ES"
"Torreorgaz"	"Torreorgaz"	"ES"
"Torrenueva"	"Torrenueva"	"ES"
"Torrent"	"Torrent"	"ES"
"Torremolinos"	"Torremolinos"	"ES"
"Torremocha"	"Torremocha"	"ES"
"Torremayor"	"Torremayor"	"ES"
"Torrella"	"Torrella"	"ES"
"Torrejón el Rubio"	"Torrejon el Rubio"	"ES"
"Torrejoncillo del Rey"	"Torrejoncillo del Rey"	"ES"
"Torrejoncillo"	"Torrejoncillo"	"ES"
"Torredonjimeno"	"Torredonjimeno"	"ES"
"Torre de Santa María"	"Torre de Santa Maria"	"ES"
"Torre de Miguel Sesmero"	"Torre de Miguel Sesmero"	"ES"
"Torre del Campo"	"Torre del Campo"	"ES"
"Torre de Juan Abad"	"Torre de Juan Abad"	"ES"
"Torrecillas de la Tiesa"	"Torrecillas de la Tiesa"	"ES"
"Torrecilla de la Jara"	"Torrecilla de la Jara"	"ES"
"Torre-Cardela"	"Torre-Cardela"	"ES"
"Torrecampo"	"Torrecampo"	"ES"
"Torreblascopedro"	"Torreblascopedro"	"ES"
"Torre Alháquime"	"Torre Alhaquime"	"ES"
"Torralba de Oropesa"	"Torralba de Oropesa"	"ES"
"Torralba del Pinar"	"Torralba del Pinar"	"ES"
"Torralba de Calatrava"	"Torralba de Calatrava"	"ES"
"Tormos"	"Tormos"	"ES"
"Toril"	"Toril"	"ES"
"Torás"	"Toras"	"ES"
"Tomelloso"	"Tomelloso"	"ES"
"Tomares"	"Tomares"	"ES"
"Tolox"	"Tolox"	"ES"
"Tollos"	"Tollos"	"ES"
"Toledo"	"Toledo"	"ES"
"Tocina"	"Tocina"	"ES"
"Tobarra"	"Tobarra"	"ES"
"Titaguas"	"Titaguas"	"ES"
"Tinajo"	"Tinajo"	"ES"
"Tíjola"	"Tijola"	"ES"
"Tijarafe"	"Tijarafe"	"ES"
"Tibi"	"Tibi"	"ES"
"Tías"	"Tias"	"ES"
"Teulada"	"Teulada"	"ES"
"Terrinches"	"Terrinches"	"ES"
"Terrateig"	"Terrateig"	"ES"
"Terque"	"Terque"	"ES"
"Teror"	"Teror"	"ES"
"Tembleque"	"Tembleque"	"ES"
"Telde"	"Telde"	"ES"
"Tejeda"	"Tejeda"	"ES"
"Teguise"	"Teguise"	"ES"
"Tegueste"	"Tegueste"	"ES"
"Tébar"	"Tebar"	"ES"
"Teba"	"Teba"	"ES"
"Tazacorte"	"Tazacorte"	"ES"
"Tarifa"	"Tarifa"	"ES"
"Tarazona de la Mancha"	"Tarazona de la Mancha"	"ES"
"Tanque"	"Tanque"	"ES"
"Tamurejo"	"Tamurejo"	"ES"
"Táliga"	"Taliga"	"ES"
"Tales"	"Tales"	"ES"
"Talayuelas"	"Talayuelas"	"ES"
"Talayuela"	"Talayuela"	"ES"
"Talavera La Real"	"Talavera La Real"	"ES"
"Talavera de la Reina"	"Talavera de la Reina"	"ES"
"Talaván"	"Talavan"	"ES"
"Talarrubias"	"Talarrubias"	"ES"
"Tahal"	"Tahal"	"ES"
"Tacoronte"	"Tacoronte"	"ES"
"Tavernes de la Valldigna"	"Tavernes de la Valldigna"	"ES"
"Tavernes Blanques"	"Tavernes Blanques"	"ES"
"Tabernas"	"Tabernas"	"ES"
"Sumacàrcer"	"Sumacarcer"	"ES"
"Suflí"	"Sufli"	"ES"
"Sueca"	"Sueca"	"ES"
"Sot de Ferrer"	"Sot de Ferrer"	"ES"
"Sot de Chera"	"Sot de Chera"	"ES"
"Sorvilán"	"Sorvilan"	"ES"
"Sorihuela del Guadalimar"	"Sorihuela del Guadalimar"	"ES"
"Sorbas"	"Sorbas"	"ES"
"Soportújar"	"Soportujar"	"ES"
"Son Servera"	"Son Servera"	"ES"
"Sonseca"	"Sonseca"	"ES"
"Soneja"	"Soneja"	"ES"
"Somontín"	"Somontin"	"ES"
"Sóller"	"Soller"	"ES"
"Sollana"	"Sollana"	"ES"
"Solana de los Barros"	"Solana de los Barros"	"ES"
"Socuéllamos"	"Socuellamos"	"ES"
"Socovos"	"Socovos"	"ES"
"Sisante"	"Sisante"	"ES"
"Siruela"	"Siruela"	"ES"
"Sineu"	"Sineu"	"ES"
"Sinarcas"	"Sinarcas"	"ES"
"Simat de la Valldigna"	"Simat de la Valldigna"	"ES"
"Silla"	"Silla"	"ES"
"Siles"	"Siles"	"ES"
"Siete Aguas"	"Siete Aguas"	"ES"
"Sierro"	"Sierro"	"ES"
"Sierra de Yeguas"	"Sierra de Yeguas"	"ES"
"Sierra de Fuentes"	"Sierra de Fuentes"	"ES"
"Sevilleja de la Jara"	"Sevilleja de la Jara"	"ES"
"Sevilla"	"Sevilla"	"ES"
"Setenil de las Bodegas"	"Setenil de las Bodegas"	"ES"
"Ses Salines"	"Ses Salines"	"ES"
"Serrejón"	"Serrejon"	"ES"
"Serradilla"	"Serradilla"	"ES"
"Serra"	"Serra"	"ES"
"Serón"	"Seron"	"ES"
"Senija"	"Senija"	"ES"
"Senyera"	"Senyera"	"ES"
"Sempere"	"Sempere"	"ES"
"Selva"	"Selva"	"ES"
"Sellent"	"Sellent"	"ES"
"Sella"	"Sella"	"ES"
"Segura de León"	"Segura de Leon"	"ES"
"Segura de la Sierra"	"Segura de la Sierra"	"ES"
"Segorbe"	"Segorbe"	"ES"
"Segart"	"Segart"	"ES"
"Sedaví"	"Sedavi"	"ES"
"Sayalonga"	"Sayalonga"	"ES"
"Sax"	"Sax"	"ES"
"Sauzal"	"Sauzal"	"ES"
"Saucedilla"	"Saucedilla"	"ES"
"San Vicent del Raspeig"	"San Vicent del Raspeig"	"ES"
"San Vicente de Alcántara"	"San Vicente de Alcantara"	"ES"
"Santo Tomé"	"Santo Tome"	"ES"
"Santomera"	"Santomera"	"ES"
"Santisteban del Puerto"	"Santisteban del Puerto"	"ES"
"Santiponce"	"Santiponce"	"ES"
"Santiago del Teide"	"Santiago del Teide"	"ES"
"Santiago del Campo"	"Santiago del Campo"	"ES"
"Santiago de Calatrava"	"Santiago de Calatrava"	"ES"
"Es Migjorn Gran"	"Es Migjorn Gran"	"ES"
"Santa Úrsula"	"Santa Ursula"	"ES"
"Santa Pola"	"Santa Pola"	"ES"
"Santa Olalla del Cala"	"Santa Olalla del Cala"	"ES"
"Santanyí"	"Santanyi"	"ES"
"Santa Marta de Magasca"	"Santa Marta de Magasca"	"ES"
"Santa Marta"	"Santa Marta"	"ES"
"Santa María del Campo Rus"	"Santa Maria del Campo Rus"	"ES"
"Santa Maria del Camí"	"Santa Maria del Cami"	"ES"
"Santa Margalida"	"Santa Margalida"	"ES"
"Santa Lucía"	"Santa Lucia"	"ES"
"Santa Fe de Mondújar"	"Santa Fe de Mondujar"	"ES"
"Santa Eulària des Riu"	"Santa Eularia des Riu"	"ES"
"Santa Eugènia"	"Santa Eugenia"	"ES"
"Santa Eufemia"	"Santa Eufemia"	"ES"
"Santaella"	"Santaella"	"ES"
"Santa Elena"	"Santa Elena"	"ES"
"Santa Cruz de Tenerife"	"Santa Cruz de Tenerife"	"ES"
"Santa Cruz de Mudela"	"Santa Cruz de Mudela"	"ES"
"Santa Cruz de Moya"	"Santa Cruz de Moya"	"ES"
"Santa Cruz de los Cáñamos"	"Santa Cruz de los Canamos"	"ES"
"Santa Cruz de la Zarza"	"Santa Cruz de la Zarza"	"ES"
"Santa Cruz de la Sierra"	"Santa Cruz de la Sierra"	"ES"
"Santa Cruz de la Palma"	"Santa Cruz de la Palma"	"ES"
"Santa Brígida"	"Santa Brigida"	"ES"
"Santa Bárbara de Casa"	"Santa Barbara de Casa"	"ES"
"Santa Ana la Real"	"Santa Ana la Real"	"ES"
"Santa Ana de Pusa"	"Santa Ana de Pusa"	"ES"
"Santa Ana"	"Santa Ana"	"ES"
"Santa Amalia"	"Santa Amalia"	"ES"
"San Silvestre de Guzmán"	"San Silvestre de Guzman"	"ES"
"San Sebastián de los Ballesteros"	"San Sebastian de los Ballesteros"	"ES"
"San Sebastián de la Gomera"	"San Sebastian de la Gomera"	"ES"
"San Roque"	"San Roque"	"ES"
"San Pedro de Mérida"	"San Pedro de Merida"	"ES"
"San Pedro del Pinatar"	"San Pedro del Pinatar"	"ES"
"San Pedro"	"San Pedro"	"ES"
"San Nicolás del Puerto"	"San Nicolas del Puerto"	"ES"
"San Nicolás"	"San Nicolas"	"ES"
"San Miguel de Salinas"	"San Miguel de Salinas"	"ES"
"San Miguel"	"San Miguel"	"ES"
"San Martín de Pusa"	"San Martin de Pusa"	"ES"
"San Martín de Montalbán"	"San Martin de Montalban"	"ES"
"San Martín de Boniches"	"San Martin de Boniches"	"ES"
"Sant Lluís"	"Sant Lluis"	"ES"
"Sanlúcar la Mayor"	"Sanlucar la Mayor"	"ES"
"Sanlúcar de Guadiana"	"Sanlucar de Guadiana"	"ES"
"Sanlúcar de Barrameda"	"Sanlucar de Barrameda"	"ES"
"San Lorenzo de la Parrilla"	"San Lorenzo de la Parrilla"	"ES"
"Sant Llorenç des Cardassar"	"Sant Llorenc des Cardassar"	"ES"
"San Lorenzo de Calatrava"	"San Lorenzo de Calatrava"	"ES"
"San Juan del Puerto"	"San Juan del Puerto"	"ES"
"San Juan de la Rambla"	"San Juan de la Rambla"	"ES"
"San Juan de Énova"	"San Juan de Enova"	"ES"
"San Juan de Aznalfarache"	"San Juan de Aznalfarache"	"ES"
"San Juan de Alicante"	"San Juan de Alicante"	"ES"
"Sant Joan de Labritja"	"Sant Joan de Labritja"	"ES"
"Sant Joan"	"Sant Joan"	"ES"
"Sant Josep de sa Talaia"	"Sant Josep de sa Talaia"	"ES"
"San Javier"	"San Javier"	"ES"
"San Isidro"	"San Isidro"	"ES"
"Sant Francesc de Formentera"	"Sant Francesc de Formentera"	"ES"
"San Fernando"	"San Fernando"	"ES"
"Sanet y Negrals"	"Sanet y Negrals"	"ES"
"La Laguna"	"La Laguna"	"ES"
"San Clemente"	"San Clemente"	"ES"
"Sencelles"	"Sencelles"	"ES"
"San Carlos del Valle"	"San Carlos del Valle"	"ES"
"San Bartolomé"	"San Bartolome"	"ES"
"San Bartolomé de la Torre"	"San Bartolome de la Torre"	"ES"
"San Bartolomé de las Abiertas"	"San Bartolome de las Abiertas"	"ES"
"San Bartolomé"	"San Bartolome"	"ES"
"Sant Antoni de Portmany"	"Sant Antoni de Portmany"	"ES"
"Salvatierra de Santiago"	"Salvatierra de Santiago"	"ES"
"Salvatierra de los Barros"	"Salvatierra de los Barros"	"ES"
"Salvaleón"	"Salvaleon"	"ES"
"Salteras"	"Salteras"	"ES"
"Salorino"	"Salorino"	"ES"
"Salobreña"	"Salobrena"	"ES"
"Salobre"	"Salobre"	"ES"
"Salinas"	"Salinas"	"ES"
"Salares"	"Salares"	"ES"
"Salar"	"Salar"	"ES"
"Sagunto"	"Sagunto"	"ES"
"Sagra"	"Sagra"	"ES"
"Saelices"	"Saelices"	"ES"
"Saceruela"	"Saceruela"	"ES"
"Sacañet"	"Sacanet"	"ES"
"Sabiote"	"Sabiote"	"ES"
"Rute"	"Rute"	"ES"
"Rus"	"Rus"	"ES"
"Ruidera"	"Ruidera"	"ES"
"Rugat"	"Rugat"	"ES"
"Rubite"	"Rubite"	"ES"
"Ruanes"	"Ruanes"	"ES"
"Rozalén del Monte"	"Rozalen del Monte"	"ES"
"Rótova"	"Rotova"	"ES"
"Rotglá y Corbera"	"Rotgla y Corbera"	"ES"
"Rota"	"Rota"	"ES"
"Rosalejo"	"Rosalejo"	"ES"
"Rosal de la Frontera"	"Rosal de la Frontera"	"ES"
"Roquetas de Mar"	"Roquetas de Mar"	"ES"
"Ronda"	"Ronda"	"ES"
"Romangordo"	"Romangordo"	"ES"
"Rojales"	"Rojales"	"ES"
"Rocafort"	"Rocafort"	"ES"
"Robledollano"	"Robledollano"	"ES"
"Robledo"	"Robledo"	"ES"
"Robledillo de Trujillo"	"Robledillo de Trujillo"	"ES"
"Riópar"	"Riopar"	"ES"
"Ríolobos"	"Riolobos"	"ES"
"Riola"	"Riola"	"ES"
"Rioja"	"Rioja"	"ES"
"Ríogordo"	"Riogordo"	"ES"
"Rincón de la Victoria"	"Rincon de la Victoria"	"ES"
"Rielves"	"Rielves"	"ES"
"Ricote"	"Ricote"	"ES"
"Ribera del Fresno"	"Ribera del Fresno"	"ES"
"Ribarroja"	"Ribarroja"	"ES"
"Retuerta de Bullaque"	"Retuerta de Bullaque"	"ES"
"Requena"	"Requena"	"ES"
"Rena"	"Rena"	"ES"
"Relleu"	"Relleu"	"ES"
"Reina"	"Reina"	"ES"
"Reíllo"	"Reillo"	"ES"
"Redován"	"Redovan"	"ES"
"Realejo Alto"	"Realejo Alto"	"ES"
"Real de Montroi"	"Real de Montroi"	"ES"
"Real de Gandía"	"Real de Gandia"	"ES"
"Rágol"	"Ragol"	"ES"
"Ráfol de Salem"	"Rafol de Salem"	"ES"
"Rafelguaraf"	"Rafelguaraf"	"ES"
"Rafelcofer"	"Rafelcofer"	"ES"
"Rafal"	"Rafal"	"ES"
"Rada de Haro"	"Rada de Haro"	"ES"
"Quintanar del Rey"	"Quintanar del Rey"	"ES"
"Quintanar de la Orden"	"Quintanar de la Orden"	"ES"
"Quintana de la Serena"	"Quintana de la Serena"	"ES"
"Quesada"	"Quesada"	"ES"
"Quesa"	"Quesa"	"ES"
"Quero"	"Quero"	"ES"
"Quéntar"	"Quentar"	"ES"
"Puçol"	"Pucol"	"ES"
"Purullena"	"Purullena"	"ES"
"Purchena"	"Purchena"	"ES"
"Puntallana"	"Puntallana"	"ES"
"Puntagorda"	"Puntagorda"	"ES"
"Pulpí"	"Pulpi"	"ES"
"Pulianas"	"Pulianas"	"ES"
"Pulgar"	"Pulgar"	"ES"
"Pujerra"	"Pujerra"	"ES"
"Puigpunyent"	"Puigpunyent"	"ES"
"Puig"	"Puig"	"ES"
"Puerto Serrano"	"Puerto Serrano"	"ES"
"Puerto Real"	"Puerto Real"	"ES"
"Puertollano"	"Puertollano"	"ES"
"Puerto Lápice"	"Puerto Lapice"	"ES"
"Puerto de San Vicente"	"Puerto de San Vicente"	"ES"
"Puerto de Santa Cruz"	"Puerto de Santa Cruz"	"ES"
"Puerto del Rosario"	"Puerto del Rosario"	"ES"
"Puerto de la Cruz"	"Puerto de la Cruz"	"ES"
"Puente-Genil"	"Puente-Genil"	"ES"
"Puente de Génave"	"Puente de Genave"	"ES"
"La Pobla Llarga"	"La Pobla Llarga"	"ES"
"La Pobla de Vallbona"	"La Pobla de Vallbona"	"ES"
"Puebla de Sancho Pérez"	"Puebla de Sancho Perez"	"ES"
"Puebla de Obando"	"Puebla de Obando"	"ES"
"Puebla del Salvador"	"Puebla del Salvador"	"ES"
"Puebla del Prior"	"Puebla del Prior"	"ES"
"Puebla del Príncipe"	"Puebla del Principe"	"ES"
"Puebla del Maestre"	"Puebla del Maestre"	"ES"
"Puebla de la Reina"	"Puebla de la Reina"	"ES"
"Puebla de la Calzada"	"Puebla de la Calzada"	"ES"
"Puebla de Guzmán"	"Puebla de Guzman"	"ES"
"Puebla de Don Rodrigo"	"Puebla de Don Rodrigo"	"ES"
"Puebla de Don Fadrique"	"Puebla de Don Fadrique"	"ES"
"Puebla de Almenara"	"Puebla de Almenara"	"ES"
"Puebla de Alcocer"	"Puebla de Alcocer"	"ES"
"Pruna"	"Pruna"	"ES"
"Priego de Córdoba"	"Priego de Cordoba"	"ES"
"Prado del Rey"	"Prado del Rey"	"ES"
"Pozuelo de Calatrava"	"Pozuelo de Calatrava"	"ES"
"Pozuelo"	"Pozuelo"	"ES"
"Pozorrubio"	"Pozorrubio"	"ES"
"Pozohondo"	"Pozohondo"	"ES"
"Pozo-Cañada"	"Pozo-Canada"	"ES"
"Pozoblanco"	"Pozoblanco"	"ES"
